cve_id,cvss,vuln_age_days,ai_risk_score,true_label,ai_priority
CVE-2019-16093,7.5,2307,0.0169084354379345,0,Low
CVE-2008-6090,4.3,6173,2.6671092936613444e-12,0,Low
CVE-2009-3835,7.5,5904,0.008647978155090157,0,Low
CVE-2016-2775,4.3,3452,2.1970048889667516e-18,0,Low
CVE-2017-16418,9.3,2945,0.9999999999526252,1,Critical
CVE-2013-0980,2.1,4670,4.986874377595472e-26,0,Low
CVE-2018-0193,7.2,2835,0.0004771430487620809,0,Low
CVE-2015-8628,4.3,3205,2.127710078292225e-12,0,Low
CVE-2017-13752,5.0,3047,8.750368343250303e-18,0,Low
CVE-2014-7291,4.3,4049,1.6732716431542625e-12,0,Low
CVE-2008-5669,5.0,6222,1.1142908260854417e-17,0,Low
CVE-2015-8083,7.8,3695,2.044273317550571e-11,0,Low
CVE-2002-2310,5.0,8402,1.2981406190736525e-11,0,Low
CVE-2016-0325,7.5,3325,0.01242750817216439,0,Low
CVE-2019-2032,4.6,2449,4.64089783997455e-17,0,Low
CVE-2018-11501,6.0,2776,9.460374580228578e-05,0,Low
CVE-2019-9259,7.2,2288,0.00045769068685723154,0,Low
CVE-2017-11468,5.0,3086,8.776386837198349e-18,0,Low
CVE-2011-0005,4.3,5469,1.8642950939618615e-12,0,Low
CVE-2019-7312,5.0,2524,1.2255590284417149e-11,0,Low
CVE-2019-1003015,6.4,2521,1.1853779629181287e-09,0,Low
CVE-2015-1171,10.0,3778,0.9999999999788178,1,Critical
CVE-2018-15588,5.0,2516,1.5856776144568418e-11,0,Low
CVE-2017-1000116,10.0,3010,0.9999999999885234,1,Critical
CVE-2017-7076,6.8,2992,0.002095222765463458,0,Low
CVE-2018-15391,7.8,2645,2.5004693179924797e-11,0,Low
CVE-2007-1865,1.9,6680,4.254342196534681e-25,0,Low
CVE-2017-12511,9.0,2876,0.999999971759932,1,Critical
CVE-2019-5669,7.2,2499,0.0004331893818621006,0,Low
CVE-2010-2623,7.5,5662,0.008491455077481457,0,Low
CVE-2007-1116,5.0,6883,1.1563795005308645e-11,0,Low
CVE-2012-1024,5.0,5076,1.0077600538218276e-11,0,Low
CVE-2018-13055,4.3,2708,1.5108806278592545e-12,0,Low
CVE-2019-0838,2.1,2458,3.254991568338725e-26,0,Low
CVE-2017-1460,5.0,3075,1.3905439326990294e-17,0,Low
CVE-2019-1844,5.0,2435,1.0670511742645258e-11,0,Low
CVE-2013-0754,10.0,4735,0.9999999999851361,1,Critical
CVE-2017-17727,6.8,2936,0.0005282157352278758,0,Low
CVE-2008-2094,7.5,6449,0.00901102847646784,0,Low
CVE-2010-1823,9.3,5578,0.999999999938521,1,Critical
CVE-2013-1719,10.0,4488,0.9999999999784535,1,Critical
CVE-2013-4264,4.3,4422,1.7852682618597053e-18,0,Low
CVE-2009-0728,7.5,6154,0.00881267906229374,0,Low
CVE-2006-1043,5.1,7240,7.390542122657055e-07,0,Low
CVE-2015-0655,4.3,3960,1.661972841992211e-12,0,Low
CVE-2015-2512,7.2,3767,0.0005122090615434233,0,Low
CVE-2019-1615,4.6,2487,4.6543428236204433e-17,0,Low
CVE-2018-16056,5.0,2681,1.349454483371667e-17,0,Low
CVE-2014-3491,4.3,4202,1.6928752475816555e-12,0,Low
CVE-2019-10987,6.8,2378,0.000342840090001337,0,Low
CVE-2019-2465,5.0,2542,5.2763789033935226e-12,0,Low
CVE-2017-3222,10.0,3085,0.9999999999831468,1,Critical
CVE-2018-8551,7.6,2605,0.9999950778017923,1,Critical
CVE-2019-12712,4.3,2283,1.4627791225788024e-12,0,Low
CVE-2010-0935,4.6,5781,1.1640517183150743e-07,0,Low
CVE-2010-0438,6.5,5805,4.363168499686479e-05,0,Low
CVE-2018-12456,6.8,2639,0.0028992657713805842,0,Low
CVE-2007-4920,7.5,6681,0.009170120583437788,0,Low
CVE-2019-12940,7.1,2383,8.813033121058065e-12,0,Low
CVE-2014-8789,6.5,4048,6.7003467720988e-05,0,Low
CVE-2014-4506,2.1,4213,5.3398714551202424e-17,0,Low
CVE-2017-11362,7.5,3090,0.008614089920214498,0,Low
CVE-2018-12670,10.0,2630,0.9999999999881866,1,Critical
CVE-2009-4713,4.3,5770,1.9075079373898584e-12,0,Low
CVE-2017-6984,6.8,3146,0.002119878838505509,0,Low
CVE-2007-6289,6.8,6597,0.003914761906070858,0,Low
CVE-2016-1184,4.3,3177,4.059602258940229e-12,0,Low
CVE-2009-2397,5.0,6020,1.0828486952955888e-11,0,Low
CVE-2017-9464,5.8,3123,0.0005432953981661959,0,Low
CVE-2015-2714,2.1,3885,3.628519891985903e-26,0,Low
CVE-2012-5941,3.5,4698,3.833037492228644e-14,0,Low
CVE-2009-1052,5.0,6127,1.0917053134497575e-11,0,Low
CVE-2015-0901,4.3,3929,1.6580552464556312e-12,0,Low
CVE-2008-5268,7.5,6243,0.008872059872199677,0,Low
CVE-2013-5744,4.3,4447,1.724746107778272e-12,0,Low
CVE-2015-2153,5.0,3936,7.066766869668283e-18,0,Low
CVE-2016-5804,5.0,3457,3.830330037676841e-12,0,Low
CVE-2007-4609,6.4,6698,1.103076657501049e-09,0,Low
CVE-2018-4321,5.0,2465,1.2200666858438597e-11,0,Low
CVE-2016-9638,7.2,3317,0.0004949676285658127,0,Low
CVE-2013-6267,4.3,4410,1.7198947675438683e-12,0,Low
CVE-2019-8267,5.0,2490,1.2386892014866775e-17,0,Low
CVE-2016-7117,10.0,3370,0.9999999999835085,1,Critical
CVE-2018-14354,7.5,2725,0.011879217570264299,0,Low
CVE-2015-9039,10.0,3058,0.9999999999885654,1,Critical
CVE-2015-3056,10.0,3886,0.9999999999847269,1,Critical
CVE-2016-5874,5.0,3450,9.02298775187733e-18,0,Low
CVE-2014-1906,4.3,4319,1.7080210653715668e-12,0,Low
CVE-2019-15022,5.0,2275,1.5568505522397373e-11,0,Low
CVE-2015-1459,4.3,3985,1.6651389346095122e-12,0,Low
CVE-2008-5530,9.3,6229,0.9999999999455094,1,Critical
CVE-2008-3827,9.3,6303,0.9999999999418223,1,Critical
CVE-2016-7638,2.1,3237,3.7578419587714145e-32,0,Low
CVE-2016-6065,7.2,3255,0.0004926380556821532,0,Low
CVE-2009-3860,5.8,5902,7.307770787772799e-10,0,Low
CVE-2017-1418,3.6,2593,9.198503794959834e-24,0,Low
CVE-2017-17795,7.2,2934,0.00044776844945157576,0,Low
CVE-2017-16134,5.0,2765,1.2482518079849336e-11,0,Low
CVE-2017-5178,10.0,3221,0.9999999999887064,1,Critical
CVE-2012-5891,6.8,4792,0.0034138667775268938,0,Low
CVE-2019-6219,5.0,2494,1.2390664563181288e-17,0,Low
CVE-2015-0075,7.2,3949,0.0005193515821705748,0,Low
CVE-2016-1309,4.3,3616,1.6190138152987579e-12,0,Low
CVE-2019-6522,8.5,2494,2.221928317223537e-05,0,Low
CVE-2012-4158,10.0,4887,0.9999999999858475,1,Critical
CVE-2018-11291,5.0,2660,1.6031562036837444e-11,0,Low
CVE-2010-3100,9.3,5613,0.9999999999428932,1,Critical
CVE-2018-1999025,5.8,2710,0.0007773762367960949,0,Low
CVE-2014-0520,7.5,4250,0.01955122857351453,0,Low
CVE-2017-14077,4.3,2966,2.7049283347603064e-12,0,Low
CVE-2018-1494,3.5,2736,4.8755858747543924e-14,0,Low
CVE-2011-4564,4.3,5147,1.8191506048187737e-12,0,Low
CVE-2017-13242,5.0,2880,1.2592279279327702e-11,0,Low
CVE-2007-5692,4.3,6638,2.0378127303476154e-12,0,Low
CVE-2017-2173,3.5,3146,3.405890351920225e-14,0,Low
CVE-2019-10762,7.5,2254,0.006563718973969575,0,Low
CVE-2018-6609,7.5,2886,0.010135209072773512,0,Low
CVE-2018-8246,4.3,2758,3.0372832858521937e-12,0,Low
CVE-2012-5610,6.5,4762,7.074601888294263e-05,0,Low
CVE-2007-5997,6.5,6621,4.642794463256084e-05,0,Low
CVE-2018-17379,7.5,2652,0.009958040785541864,0,Low
CVE-2017-10373,5.0,2996,1.2703972725797063e-11,0,Low
CVE-2015-7094,2.6,3674,6.772832902133859e-16,0,Low
CVE-2018-13038,7.5,2741,0.01746649569661062,0,Low
CVE-2016-9356,4.6,3243,2.1196294865094958e-17,0,Low
CVE-2016-9846,4.9,3289,8.389693886851821e-26,0,Low
CVE-2007-6223,7.5,6603,0.009116324596447675,0,Low
CVE-2018-19478,4.3,2556,3.2541682782389348e-18,0,Low
CVE-2017-9386,4.0,2390,6.113801116868166e-14,0,Low
CVE-2016-6831,5.0,3278,1.3152711660639514e-17,0,Low
CVE-2016-10143,5.0,3268,8.78174521525451e-12,0,Low
CVE-2017-18039,4.3,2890,1.5319601134698967e-12,0,Low
CVE-2019-14290,4.3,2350,3.2035330675213278e-18,0,Low
CVE-2009-4164,4.3,5874,1.92267028325716e-12,0,Low
CVE-2013-3040,5.0,4521,9.660679289247754e-12,0,Low
CVE-2011-0055,10.0,5419,0.9999999999858904,1,Critical
CVE-2019-6472,3.3,2269,1.0829181521437705e-25,0,Low
CVE-2008-4260,8.5,6231,0.9999999975011704,1,Critical
CVE-2018-4948,10.0,2733,0.9999999998709235,1,Critical
CVE-2011-1578,4.3,5363,1.8493115084832877e-12,0,Low
CVE-2011-0605,6.8,5439,0.00372199905129164,0,Low
CVE-2012-1357,5.0,4896,7.602569451589505e-18,0,Low
CVE-2008-0803,7.5,6529,0.015806173007378292,0,Low
CVE-2011-3163,1.2,5184,9.24242689623695e-26,0,Low
CVE-2011-3305,7.8,5201,0.9649753811297548,1,Critical
CVE-2008-3267,7.5,6370,0.008957481520974789,0,Low
CVE-2012-1184,7.5,4853,0.009839224911941316,0,Low
CVE-2013-4938,4.3,4539,2.3551431756153733e-12,0,Low
CVE-2009-4512,5.1,5845,5.962122329711409e-07,0,Low
CVE-2018-0901,1.9,2850,3.178370438709035e-25,0,Low
CVE-2017-10775,4.6,3102,3.4285678913798826e-17,0,Low
CVE-2017-1000160,3.5,2967,4.962084539269663e-14,0,Low
CVE-2007-1248,4.3,6879,2.0755454172011067e-12,0,Low
CVE-2009-1593,4.3,6069,1.951425279227227e-12,0,Low
CVE-2019-0696,7.2,2459,0.0004636850490778872,0,Low
CVE-2019-1748,5.8,2471,0.000517000487085514,0,Low
CVE-2015-1965,7.8,3838,2.0666495737093384e-11,0,Low
CVE-2010-1720,7.5,5721,0.008529354799762578,0,Low
CVE-2016-4287,10.0,3396,0.9999999999888558,1,Critical
CVE-2015-7174,7.5,3752,0.009055307357490504,0,Low
CVE-2017-16341,8.0,2709,0.014364325030350324,0,Low
CVE-2018-1000107,4.0,2851,8.197814768320947e-14,0,Low
CVE-2008-2863,7.5,6399,0.015652952321177832,0,Low
CVE-2018-5688,4.3,2909,2.2658296413322947e-12,0,Low
CVE-2017-18284,3.6,2768,9.321870432863209e-24,0,Low
CVE-2016-9150,10.0,3330,0.9999999999780831,1,Critical
CVE-2010-2253,6.8,5658,0.0036456698347928766,0,Low
CVE-2014-5821,5.4,4132,3.5850002571285196e-10,0,Low
CVE-2013-0337,7.5,4449,0.01984375332353179,0,Low
CVE-2008-7291,7.5,2246,9.242839978340524e-08,0,Low
CVE-2017-11590,4.3,3083,2.1361468365101073e-18,0,Low
CVE-2010-4838,6.0,5223,4.3962879097974324e-05,0,Low
CVE-2019-0682,4.6,2459,4.644432223474842e-17,0,Low
CVE-2017-0188,2.1,3186,3.440480405725744e-26,0,Low
CVE-2018-4356,5.0,2465,1.2200666858438597e-11,0,Low
CVE-2013-6331,6.5,4320,3.8967878961963693e-05,0,Low
CVE-2008-0688,4.3,6533,2.0215884550558123e-12,0,Low
CVE-2015-7001,6.8,3674,0.004624945835563824,0,Low
CVE-2009-4672,7.5,5781,0.014944328554986397,0,Low
CVE-2016-6630,4.0,3308,7.133383691051407e-20,0,Low
CVE-2010-2267,4.3,5679,1.8943390031229045e-12,0,Low
CVE-2018-6958,4.3,2820,2.2505295801084072e-12,0,Low
CVE-2016-5349,4.3,3192,1.8725414004989528e-13,0,Low
CVE-2012-3691,5.8,4908,0.0006223254506054005,0,Low
CVE-2017-9743,6.8,3118,0.0021153744799218806,0,Low
CVE-2010-3697,4.3,5564,2.5802287711083083e-18,0,Low
CVE-2009-2301,7.8,6027,0.9670396248546008,1,Critical
CVE-2014-4588,4.3,4201,1.692746376710107e-12,0,Low
CVE-2018-0023,2.1,2822,4.3324108696592866e-26,0,Low
CVE-2014-7373,5.4,4092,3.5741000575592167e-10,0,Low
CVE-2013-6047,4.3,4328,1.7091917255936817e-12,0,Low
CVE-2017-18022,4.3,2918,3.345095287247173e-18,0,Low
CVE-2011-0944,7.8,5203,3.038046550903947e-11,0,Low
CVE-2009-0339,7.5,6181,0.00883065172145516,0,Low
CVE-2016-7131,5.0,3398,8.987339296112067e-18,0,Low
CVE-2014-4590,4.3,4201,1.692746376710107e-12,0,Low
CVE-2009-4812,5.0,5728,1.0590431111060034e-11,0,Low
CVE-2010-4251,6.1,5334,2.5408822912743664e-19,0,Low
CVE-2010-1903,9.3,5622,0.9999999999387266,1,Critical
CVE-2015-5289,6.4,3720,9.80168033865452e-10,0,Low
CVE-2017-9252,4.3,3140,2.3060281411697708e-12,0,Low
CVE-2017-5086,4.3,2988,2.709462407881579e-12,0,Low
CVE-2017-13194,7.8,2910,4.0459045346796e-11,0,Low
CVE-2018-16418,4.6,2676,3.319160794192235e-17,0,Low
CVE-2016-10378,6.5,3139,3.561737124994622e-05,0,Low
CVE-2012-4262,4.3,4889,1.7837690698209505e-12,0,Low
CVE-2008-2882,7.5,6398,0.015651779383779638,0,Low
CVE-2008-7228,10.0,5953,0.9999999999908271,1,Critical
CVE-2017-7400,3.5,3195,3.418619031603796e-14,0,Low
CVE-2008-3056,7.5,6387,0.008968977593413302,0,Low
CVE-2018-1000802,7.5,2662,0.01619109532613812,0,Low
CVE-2007-5113,5.0,6671,4.892128308016755e-12,0,Low
CVE-2015-7999,6.5,3549,3.674657279911353e-05,0,Low
CVE-2017-16786,6.8,2935,0.10462520478009518,0,Low
CVE-2016-5115,4.3,3254,2.1641368708906674e-18,0,Low
CVE-2011-4193,4.3,4278,1.7026981958090329e-12,0,Low
CVE-2016-4901,6.8,3146,0.003013012790169971,0,Low
CVE-2016-8737,6.8,3032,0.0044053111753544405,0,Low
CVE-2019-15491,6.8,2323,0.004174803986468878,0,Low
CVE-2010-2149,4.0,5691,2.1947306099138843e-08,0,Low
CVE-2010-3864,7.6,5524,0.9999996420884534,1,Critical
CVE-2014-3640,2.1,4073,3.729901955414145e-32,0,Low
CVE-2009-1672,9.3,6072,0.9999999999269349,1,Critical
CVE-2015-8328,6.6,3690,4.161829057436262e-08,0,Low
CVE-2013-0807,4.3,4297,1.705162825899197e-12,0,Low
CVE-2018-3849,6.8,2817,0.0003951272452558344,0,Low
CVE-2009-2495,7.8,6000,0.9669740460517231,1,Critical
CVE-2017-17044,4.9,2955,1.0092996801759634e-25,0,Low
CVE-2008-4940,6.9,6266,0.002816471958469928,0,Low
CVE-2018-1056,6.8,2715,0.0043007234833352306,0,Low
CVE-2011-5194,4.3,4848,1.7782101395004554e-12,0,Low
CVE-2014-9943,9.3,3131,0.9999999999532914,1,Critical
CVE-2013-4604,6.5,4573,6.973546554518377e-05,0,Low
CVE-2019-6749,6.8,2404,0.002848005064876461,0,Low
CVE-2008-7008,5.0,5979,4.641077859463023e-12,0,Low
CVE-2008-0719,7.5,6533,0.00906831243939617,0,Low
CVE-2016-9829,6.8,3240,0.0022920546211131574,0,Low
CVE-2017-14704,6.5,3019,6.195531287013269e-05,0,Low
CVE-2018-11496,4.3,2777,3.3093807396265735e-18,0,Low
CVE-2018-13195,5.0,2737,1.6125813135204342e-11,0,Low
CVE-2019-0549,2.1,2549,3.2776193925731204e-26,0,Low
CVE-2019-11991,9.7,2368,0.9999994609323163,1,Critical
CVE-2013-6992,6.8,4381,0.0033090529220074806,0,Low
CVE-2018-20051,7.8,2578,2.4877478987856062e-11,0,Low
CVE-2019-15082,4.3,2326,2.167464733795911e-12,0,Low
CVE-2019-15162,5.0,2282,1.2031871955352819e-11,0,Low
CVE-2019-15386,2.1,2240,6.174270487417462e-25,0,Low
CVE-2019-6572,6.4,2424,0.001501033457399904,0,Low
CVE-2014-3611,4.9,4070,1.0987133351920918e-25,0,Low
CVE-2016-4073,7.5,3513,0.008893490845961222,0,Low
CVE-2019-5839,4.3,2380,2.586910257933183e-12,0,Low
CVE-2017-10708,6.8,3089,0.003000005842328053,0,Low
CVE-2008-4670,4.3,6280,1.983024287013988e-12,0,Low
CVE-2008-3742,6.5,6336,7.975131741606974e-05,0,Low
CVE-2008-0051,6.9,6497,0.002866296283001392,0,Low
CVE-2018-11143,7.5,2770,0.017504423720272208,0,Low
CVE-2018-18563,8.3,2599,0.9985720240776945,1,Critical
CVE-2008-5804,7.5,6210,0.008849996152998765,0,Low
CVE-2010-0959,4.3,5775,1.9082341526283464e-12,0,Low
CVE-2018-13297,5.0,2467,8.262245160538596e-12,0,Low
CVE-2008-4342,9.3,6302,0.9999999995496109,1,Critical
CVE-2017-0015,7.6,3212,0.9999953000797391,1,Critical
CVE-2018-11634,2.1,2739,3.3253726663103883e-26,0,Low
CVE-2007-3758,4.3,6670,2.0427831114817593e-12,0,Low
CVE-2018-19495,4.0,2367,6.103105512604095e-14,0,Low
CVE-2014-3885,4.3,4183,1.6904283778688683e-12,0,Low
CVE-2016-1062,10.0,3522,0.999999999974327,1,Critical
CVE-2019-6209,4.3,2494,2.976849656234446e-12,0,Low
CVE-2014-6409,6.8,4104,0.003240227438729508,0,Low
CVE-2018-7337,5.0,2868,1.3688027099205797e-17,0,Low
CVE-2019-1989,9.3,2388,0.9999999993932736,1,Critical
CVE-2007-6520,4.3,6582,2.029143645986093e-12,0,Low
CVE-2012-0726,6.4,5002,0.0012370512620146724,0,Low
CVE-2016-9992,6.5,3227,3.585677494513696e-05,0,Low
CVE-2013-4999,5.0,4537,9.672453681854889e-12,0,Low
CVE-2018-7784,7.5,2739,0.017463882948271347,0,Low
CVE-2007-5815,10.0,6632,0.999999999987135,1,Critical
CVE-2017-1448,4.9,3067,5.673897001632257e-06,0,Low
CVE-2019-11975,9.0,2402,0.9999999651998478,1,Critical
CVE-2009-1069,4.3,6125,1.9597623284076996e-12,0,Low
CVE-2017-16943,7.5,2959,0.011269669257580495,0,Low
CVE-2008-3614,6.8,6321,0.0035714849809733466,0,Low
CVE-2008-6193,5.0,6160,1.6163972003341216e-11,0,Low
CVE-2018-1246,4.3,2652,1.5044531718776272e-12,0,Low
CVE-2011-2766,7.5,5214,0.006208281602432927,0,Low
CVE-2017-9929,4.3,3111,2.386221009066231e-18,0,Low
CVE-2017-9371,4.3,2969,3.9958259707953336e-12,0,Low
CVE-2008-5641,7.5,6224,0.008859349869502934,0,Low
CVE-2019-11495,7.5,2305,0.011509703198619055,0,Low
CVE-2011-0641,4.3,5455,1.8623091928464705e-12,0,Low
CVE-2007-5258,7.5,6662,0.015964456631364064,0,Low
CVE-2016-10757,6.8,2414,0.0003437806497066837,0,Low
CVE-2016-4561,4.3,3523,1.60759178353742e-12,0,Low
CVE-2010-2036,7.5,5700,0.014853824066996183,0,Low
CVE-2018-10132,6.8,2817,0.004334103682579324,0,Low
CVE-2018-0695,4.3,2604,1.4989656911988782e-12,0,Low
CVE-2018-7164,5.0,2759,1.264317242869327e-17,0,Low
CVE-2008-6255,6.5,6155,4.480982154095509e-05,0,Low
CVE-2019-1757,4.3,2471,2.012078206669491e-12,0,Low
CVE-2014-3865,6.4,4234,1.2710622550010507e-09,0,Low
CVE-2014-10014,6.8,4006,0.003216220883951824,0,Low
CVE-2016-4861,7.5,3240,0.007071752855629426,0,Low
CVE-2016-2057,2.1,3550,4.579297486236953e-26,0,Low
CVE-2009-4885,4.3,5683,1.894915942471741e-12,0,Low
CVE-2019-6609,5.0,2453,1.2189526150248301e-11,0,Low
CVE-2015-1970,2.1,3804,3.6062138486743454e-26,0,Low
CVE-2017-15344,7.8,2877,2.7325805051766174e-11,0,Low
CVE-2015-5647,8.5,3734,0.9999999969780118,1,Critical
CVE-2012-1111,4.6,4083,5.255638760347796e-17,0,Low
CVE-2007-3033,4.3,6714,2.0496371863882387e-12,0,Low
CVE-2016-1861,9.3,3482,0.9999999999353049,1,Critical
CVE-2016-7606,9.3,3237,0.999999999934087,1,Critical
CVE-2009-2120,6.5,6040,4.441925195613557e-05,0,Low
CVE-2009-4016,6.8,5810,0.0034356844664036167,0,Low
CVE-2012-1866,7.2,4950,0.0005604524579630767,0,Low
CVE-2018-13318,6.5,2592,8.857294512537277e-05,0,Low
CVE-2019-7852,5.0,2343,1.208787584135018e-11,0,Low
CVE-2014-3796,5.0,4126,1.3845216281947874e-11,0,Low
CVE-2008-4531,7.5,6293,0.00890559366294947,0,Low
CVE-2014-1877,4.3,4312,1.707111106230696e-12,0,Low
CVE-2017-13800,9.3,2971,0.9999999999327387,1,Critical
CVE-2015-0926,6.8,3987,9.142257731782842e-05,0,Low
CVE-2008-0250,9.3,6564,0.9999999999523468,1,Critical
CVE-2014-2858,5.0,4278,9.483607479675432e-12,0,Low
CVE-2017-1237,3.5,2736,4.8755858747543924e-14,0,Low
CVE-2016-3014,3.5,3319,3.451043300813894e-14,0,Low
CVE-2018-12230,5.0,2732,1.611967614660915e-11,0,Low
CVE-2009-4914,7.8,5665,3.146799858562087e-11,0,Low
CVE-2018-19469,4.3,2596,2.212477238181479e-12,0,Low
CVE-2018-18923,7.5,2576,0.009901161172772439,0,Low
CVE-2016-5706,5.0,3469,9.036048391261999e-18,0,Low
CVE-2016-9597,5.0,2712,9.508332258199868e-18,0,Low
CVE-2011-0016,2.1,5461,4.091055808545617e-26,0,Low
CVE-2017-0136,7.6,3212,0.9999953000797391,1,Critical
CVE-2012-6086,4.3,4355,4.4404875712721684e-12,0,Low
CVE-2015-5970,5.0,3604,9.009272103410826e-12,0,Low
CVE-2011-3068,7.5,5018,0.013156982115814033,0,Low
CVE-2008-4526,10.0,6293,0.9999999999867986,1,Critical
CVE-2008-4585,7.5,6286,0.015520956296149673,0,Low
CVE-2014-5902,5.4,4126,3.583363110415716e-10,0,Low
CVE-2010-4277,4.3,5488,1.866993633137408e-12,0,Low
CVE-2018-7976,3.5,2771,3.310033343173391e-14,0,Low
CVE-2019-14702,7.5,2339,0.009725844066968184,0,Low
CVE-2011-1178,6.8,5323,0.003311054504382303,0,Low
CVE-2016-7545,7.2,3268,0.0002120734390510222,0,Low
CVE-2008-1252,10.0,6506,0.9999999999870108,1,Critical
CVE-2018-18820,6.8,2614,0.0002453905179694451,0,Low
CVE-2017-2147,4.3,3170,1.5649657983818361e-12,0,Low
CVE-2008-3227,7.5,6376,0.02290735521774292,0,Low
CVE-2017-1000496,6.8,2920,0.0027590433804707236,0,Low
CVE-2019-16547,4.0,2233,6.814238336386608e-19,0,Low
CVE-2010-3698,4.6,5515,1.0410179558037436e-25,0,Low
CVE-2018-1514,6.8,2765,0.004317054219025858,0,Low
CVE-2016-5968,5.0,3324,1.1417669555356287e-11,0,Low
CVE-2014-9457,6.5,4016,3.807643426381915e-05,0,Low
CVE-2011-0567,9.3,5439,0.9999999999176772,1,Critical
CVE-2018-1920,5.5,2582,9.075412992028784e-12,0,Low
CVE-2011-1581,4.6,5334,7.240318250954729e-21,0,Low
CVE-2019-1617,6.1,2487,3.021400635064436e-19,0,Low
CVE-2014-6036,6.4,4046,1.2530002116505612e-09,0,Low
CVE-2014-10383,7.5,2324,0.011526171293873108,0,Low
CVE-2019-17322,4.3,2254,3.784139620815086e-12,0,Low
CVE-2009-0558,9.3,6049,0.9999999999447575,1,Critical
CVE-2018-16613,7.5,2388,0.017011242521360093,0,Low
CVE-2012-0318,4.3,5052,1.8060416188682371e-12,0,Low
CVE-2014-3757,7.5,4249,0.007632057098531694,0,Low
CVE-2009-0904,6.4,6024,0.0013370071002460672,0,Low
CVE-2002-0813,7.1,8543,7.198444036083151e-12,0,Low
CVE-2008-3651,4.0,6350,5.67071606858955e-20,0,Low
CVE-2018-11392,6.5,2774,7.316827319955186e-06,0,Low
CVE-2014-8481,4.9,4070,1.0987133351920918e-25,0,Low
CVE-2018-14627,4.3,2676,3.0183820303588588e-12,0,Low
CVE-2019-1402,2.1,2242,6.175210632873424e-25,0,Low
CVE-2018-14006,5.0,2730,1.611722200517471e-11,0,Low
CVE-2018-1533,3.5,2638,4.839346542149641e-14,0,Low
CVE-2012-3133,6.8,4759,0.003794403219843699,0,Low
CVE-2018-6868,3.5,2869,4.925202278008967e-14,0,Low
CVE-2017-11064,5.0,3005,1.271267989916537e-11,0,Low
CVE-2009-2685,10.0,5900,0.9999999999819775,1,Critical
CVE-2014-7660,5.4,4090,3.5735559183991417e-10,0,Low
CVE-2016-5818,7.5,3243,0.018134582392520245,0,Low
CVE-2008-0854,7.5,6524,0.009062157653234381,0,Low
CVE-2018-0716,4.3,2589,1.497254961672772e-12,0,Low
CVE-2008-2992,9.3,6267,0.9999999999280114,1,Critical
CVE-2019-1339,7.2,2275,0.00045723815593369147,0,Low
CVE-2018-19360,7.5,2556,0.017226434115978573,0,Low
CVE-2015-3875,10.0,3740,0.9999999999771909,1,Critical
CVE-2007-1592,4.9,6860,1.0254864084338171e-25,0,Low
CVE-2014-9089,7.5,4052,0.007519305242918981,0,Low
CVE-2007-5414,2.6,6655,3.2777915434660966e-16,0,Low
CVE-2018-0491,5.0,2859,8.626023896764979e-18,0,Low
CVE-2011-1427,4.3,5406,1.8553751832454217e-12,0,Low
CVE-2008-0674,7.5,6526,0.011973407123972126,0,Low
CVE-2018-10238,7.5,2813,0.01331132346422307,0,Low
CVE-2014-8617,4.3,3956,1.661466826127469e-12,0,Low
CVE-2014-4521,4.3,4202,1.6928752475816555e-12,0,Low
CVE-2016-3819,7.5,3435,0.00884130321073191,0,Low
CVE-2018-8393,9.3,2667,0.9999999992130151,1,Critical
CVE-2012-5489,6.5,4111,6.732557222956728e-05,0,Low
CVE-2017-6320,9.0,3089,0.9999999966569393,1,Critical
CVE-2015-2806,10.0,3919,0.9999999999790441,1,Critical
CVE-2017-7751,7.5,2760,0.01749133596251965,0,Low
CVE-2011-4885,5.0,5116,1.02431104119566e-17,0,Low
CVE-2018-7470,4.3,2867,2.342305340525745e-18,0,Low
CVE-2011-0427,6.8,5461,0.0025273910716096114,0,Low
CVE-2005-3496,4.3,7363,2.1534475850865177e-12,0,Low
CVE-2011-5080,4.3,5070,1.808518152292885e-12,0,Low
CVE-2014-1967,5.8,4326,0.0008790537816264483,0,Low
CVE-2013-3024,7.2,2778,0.0004750780419145113,0,Low
CVE-2007-2728,4.3,6804,4.132897399496034e-12,0,Low
CVE-2015-0551,3.5,3834,3.5890325618448065e-14,0,Low
CVE-2010-3849,4.7,5481,7.850145776917133e-25,0,Low
CVE-2018-13091,5.0,2739,1.6128268584795247e-11,0,Low
CVE-2018-11196,5.0,2771,1.6167606665623442e-11,0,Low
CVE-2009-1689,4.3,6049,1.9484563647687576e-12,0,Low
CVE-2013-2692,6.8,4251,0.003276572563972626,0,Low
CVE-2016-7094,1.5,3389,1.033528709121446e-31,0,Low
CVE-2013-6829,7.5,4425,0.013498366322875228,0,Low
CVE-2017-1481,4.0,2947,6.378622579335598e-14,0,Low
CVE-2019-1215,7.2,2303,0.0004582133942234944,0,Low
CVE-2019-5601,4.0,2374,6.106358714243146e-14,0,Low
CVE-2011-2146,2.1,5323,4.048301336963857e-26,0,Low
CVE-2017-2508,4.3,3146,1.5621090910526494e-12,0,Low
CVE-2016-1223,5.0,3483,8.926663992028871e-12,0,Low
CVE-2016-2957,4.0,3319,4.4429804022913604e-14,0,Low
CVE-2017-8833,4.3,3160,2.309541897194154e-12,0,Low
CVE-2019-15436,4.6,2240,5.520576990566973e-17,0,Low
